timesheet_id,project_id,employee_id,work_date,hours,activity,is_billable
T71004,P-1009,E09,2026-06-04,9,Rivning,true
T71005,P-1009,E06,2026-06-08,8,El,true
T71006,P-1009,E06,2026-06-09,4,El,true
T71007,P-1009,E06,2026-06-10,6,El,true
T71008,P-1009,E09,2026-06-10,4,Mark,true
T71009,P-1009,E02,2026-06-11,7,Stomme,true
T71010,P-1009,E04,2026-06-12,8,Rivning,true
T71011,P-1009,E02,2026-06-17,7,Projektledning,true
T71012,P-1009,E04,2026-06-17,4,Rivning,true
T71013,P-1009,E06,2026-06-18,4,El,true
T71014,P-1009,E02,2026-06-22,6,Besiktning,true
T71015,P-1009,E09,2026-06-22,9,Rivning,true
T71016,P-1009,E06,2026-06-24,7,El,true
T71017,P-1009,E04,2026-06-26,8,Rivning,true
T71018,P-1009,E06,2026-06-26,9,El,true
T71019,P-1010,E07,2026-02-04,8,Kalkyl,false
T71020,P-1010,E02,2026-02-18,10,Stomme,true
T71021,P-1010,E09,2026-02-18,7,Rivning,true
T71022,P-1010,E10,2026-02-19,7,Projektledning,true
T71023,P-1010,E03,2026-02-25,10,Rivning,true
T71024,P-1010,E03,2026-02-26,4,Rivning,true
T71025,P-1010,E10,2026-02-26,8,Projektledning,true
T71026,P-1010,E03,2026-03-02,9,Rivning,true
T71027,P-1010,E03,2026-03-03,7,Rivning,true
T71028,P-1010,E02,2026-03-04,8,Projektledning,true
T71029,P-1010,E03,2026-03-04,10,Stomme,true
T71030,P-1010,E02,2026-03-05,9,Projektledning,true
T71031,P-1010,E03,2026-03-11,8,Stomme,true
T71032,P-1010,E09,2026-03-11,4,Rivning,true
T71033,P-1010,E09,2026-03-27,8,Rivning,true
T71034,P-1010,E09,2026-03-31,6,Rivning,true
T71035,P-1010,E09,2026-04-07,9,Rivning,true
T71036,P-1010,E02,2026-04-09,10,Besiktning,true
T71037,P-1010,E07,2026-04-09,9,Kalkyl,false
T71038,P-1010,E03,2026-04-14,9,Inredning,true
T71039,P-1010,E02,2026-04-16,6,Stomme,true
T71040,P-1010,E07,2026-04-16,4,Kalkyl,false
T71041,P-1010,E10,2026-04-16,7,Projektledning,true
T71042,P-1010,E07,2026-04-20,7,Kalkyl,false
T71043,P-1010,E10,2026-04-20,8,Besiktning,true
T71044,P-1010,E10,2026-04-27,6,Projektledning,true
T71045,P-1010,E02,2026-04-30,4,Projektledning,true
T71046,P-1010,E07,2026-05-01,9,Kalkyl,false
T71047,P-1010,E10,2026-05-08,8,Projektledning,true
T71048,P-1010,E10,2026-05-11,4,Projektledning,true
T71049,P-1010,E10,2026-05-14,8,Besiktning,true
T71050,P-1010,E03,2026-05-19,7,Rivning,true
T71051,P-1010,E03,2026-05-20,4,Stomme,true
T71052,P-1010,E10,2026-05-20,8,Projektledning,true
T71053,P-1010,E10,2026-05-28,4,Projektledning,true
T71054,P-1010,E02,2026-06-04,4,Projektledning,true
T71055,P-1010,E07,2026-06-05,8,Kalkyl,false
T71056,P-1010,E10,2026-06-05,8,Projektledning,true
T71057,P-1010,E03,2026-06-12,8,Inredning,true
T71058,P-1010,E02,2026-06-17,9,Besiktning,true
T71059,P-1010,E09,2026-06-18,8,Mark,true
T71060,P-1010,E07,2026-06-25,8,Kalkyl,false
T71061,P-1010,E02,2026-06-26,9,Projektledning,true
T71062,P-1010,E07,2026-06-26,8,Kalkyl,false
T71063,P-1010,E02,2026-06-29,8,Projektledning,true
T71064,P-1010,E03,2026-06-29,8,Rivning,true
T71065,P-1010,E02,2026-06-30,8,Besiktning,true
T71066,P-1010,E10,2026-07-01,4,Projektledning,true
T71067,P-1010,E10,2026-07-02,6,Projektledning,true
T71068,P-1010,E07,2026-07-03,4,Kalkyl,false
T71069,P-1010,E07,2026-07-07,9,Kalkyl,false
T71070,P-1010,E10,2026-07-07,4,Projektledning,true
T71071,P-1010,E03,2026-07-08,10,Inredning,true
T71072,P-1010,E07,2026-07-08,8,Kalkyl,false
T71073,P-1010,E07,2026-07-09,9,Kalkyl,false
T71074,P-1010,E09,2026-07-09,4,Mark,true
T71075,P-1010,E10,2026-07-14,8,Projektledning,true
T71076,P-1010,E07,2026-07-15,9,Kalkyl,false
T71077,P-1010,E10,2026-07-16,4,Besiktning,true
T71078,P-1010,E03,2026-07-17,8,Inredning,true
T71079,P-1010,E07,2026-07-22,6,Kalkyl,false
T71080,P-1010,E09,2026-07-22,6,Rivning,true
T71081,P-1010,E02,2026-07-23,6,Projektledning,true
T71082,P-1010,E09,2026-07-23,8,Rivning,true
T71083,P-1010,E07,2026-07-24,9,Kalkyl,false
T71084,P-1010,E10,2026-07-28,9,Projektledning,true
T71085,P-1010,E10,2026-07-30,10,Besiktning,true
T71086,P-1010,E09,2026-08-06,4,Mark,true
T71087,P-1010,E02,2026-08-10,10,Stomme,true
T71088,P-1010,E09,2026-08-11,7,Rivning,true
T71089,P-1010,E10,2026-08-12,4,Projektledning,true
T71090,P-1010,E10,2026-08-19,8,Besiktning,true
T71091,P-1010,E03,2026-08-20,9,Inredning,true
T71092,P-1011,E01,2026-03-09,6,Besiktning,true
T71093,P-1011,E05,2026-03-09,7,El,true
T71094,P-1011,E02,2026-03-11,8,Stomme,true
T71095,P-1011,E06,2026-03-16,7,El,true
T71096,P-1011,E05,2026-03-27,6,El,true
T71097,P-1011,E06,2026-04-07,8,El,true
T71098,P-1011,E05,2026-04-09,6,El,true
T71099,P-1011,E05,2026-04-13,8,El,true
T71100,P-1011,E02,2026-04-22,10,Stomme,true
T71101,P-1011,E01,2026-05-01,10,Besiktning,true
T71102,P-1011,E01,2026-05-04,7,Besiktning,true
T71103,P-1011,E02,2026-05-07,4,Besiktning,true
T71104,P-1011,E02,2026-05-14,8,Projektledning,true
T71105,P-1011,E07,2026-06-05,8,Kalkyl,false
T71106,P-1011,E02,2026-06-11,8,Besiktning,true
T71107,P-1011,E06,2026-06-29,10,El,true
T71108,P-1011,E01,2026-07-01,4,Projektledning,true
T71109,P-1011,E02,2026-07-10,6,Stomme,true
T71110,P-1011,E01,2026-07-15,9,Besiktning,true
T71111,P-1011,E06,2026-07-22,8,El,true
T71112,P-1011,E01,2026-08-05,9,Besiktning,true
T71113,P-1011,E06,2026-08-06,7,El,true
T71114,P-1011,E06,2026-08-10,10,El,true
T71115,P-1011,E05,2026-08-11,8,El,true
T71116,P-1011,E02,2026-08-12,10,Besiktning,true
T71117,P-1012,E02,2026-05-04,8,Stomme,true
T71118,P-1012,E06,2026-05-05,9,El,true
T71119,P-1012,E06,2026-05-06,9,El,true
T71120,P-1012,E10,2026-05-06,6,Besiktning,true
T71121,P-1012,E02,2026-05-07,8,Besiktning,true
T71122,P-1012,E05,2026-05-07,8,El,true
T71123,P-1012,E05,2026-05-08,6,El,true
T71124,P-1012,E08,2026-05-08,9,Inredning,true
T71125,P-1012,E05,2026-05-11,6,El,true
T71126,P-1012,E06,2026-05-11,8,El,true
T71127,P-1012,E02,2026-05-12,4,Stomme,true
T71128,P-1012,E05,2026-05-12,6,El,true
T71129,P-1012,E02,2026-05-13,10,Projektledning,true
T71130,P-1012,E05,2026-05-14,4,El,true
T71131,P-1012,E06,2026-05-14,6,El,true
T71132,P-1012,E06,2026-05-18,9,El,true
T71133,P-1012,E10,2026-05-19,7,Projektledning,true
T71134,P-1012,E05,2026-05-20,10,El,true
T71135,P-1012,E10,2026-05-20,8,Besiktning,true
T71136,P-1012,E06,2026-05-21,6,El,true
T71137,P-1012,E05,2026-05-22,4,El,true
T71138,P-1012,E06,2026-05-22,8,El,true
T71139,P-1012,E02,2026-05-25,8,Projektledning,true
T71140,P-1012,E05,2026-05-26,8,El,true
T71141,P-1012,E06,2026-05-27,8,El,true
T71142,P-1012,E10,2026-05-27,8,Projektledning,true
T71143,P-1012,E02,2026-05-28,8,Besiktning,true
T71144,P-1012,E05,2026-05-28,6,El,true
T71145,P-1012,E08,2026-05-28,9,Rivning,true
T71146,P-1012,E05,2026-05-29,9,El,true
T71147,P-1012,E08,2026-05-29,9,Inredning,true
T71148,P-1012,E10,2026-06-01,6,Besiktning,true
T71149,P-1012,E05,2026-06-02,7,El,true
T71150,P-1012,E10,2026-06-02,7,Projektledning,true
T71151,P-1012,E02,2026-06-03,7,Projektledning,true
T71152,P-1012,E05,2026-06-03,9,El,true
T71153,P-1012,E08,2026-06-05,6,Stomme,true
T71154,P-1012,E02,2026-06-09,10,Projektledning,true
T71155,P-1012,E05,2026-06-09,7,El,true
T71156,P-1012,E06,2026-06-09,6,El,true
T71157,P-1012,E08,2026-06-09,8,Stomme,true
T71158,P-1012,E10,2026-06-09,8,Projektledning,true
T71159,P-1012,E06,2026-06-10,6,El,true
T71160,P-1012,E10,2026-06-11,8,Projektledning,true
T71161,P-1012,E10,2026-06-12,7,Projektledning,true
T71162,P-1012,E02,2026-06-15,8,Stomme,true
T71163,P-1012,E08,2026-06-15,8,Rivning,true
T71164,P-1012,E10,2026-06-15,8,Besiktning,true
T71165,P-1012,E06,2026-06-16,9,El,true
T71166,P-1012,E08,2026-06-16,8,Inredning,true
T71167,P-1012,E02,2026-06-17,9,Projektledning,true
T71168,P-1012,E05,2026-06-17,6,El,true
T71169,P-1012,E08,2026-06-17,10,Inredning,true
T71170,P-1012,E10,2026-06-17,10,Projektledning,true
T71171,P-1012,E06,2026-06-18,10,El,true
T71172,P-1012,E08,2026-06-18,4,Inredning,true
T71173,P-1012,E10,2026-06-19,10,Projektledning,true
T71174,P-1012,E05,2026-06-22,8,El,true
T71175,P-1012,E02,2026-06-23,8,Stomme,true
T71176,P-1012,E05,2026-06-23,7,El,true
T71177,P-1012,E06,2026-06-23,6,El,true
T71178,P-1012,E10,2026-06-23,4,Projektledning,true
T71179,P-1012,E06,2026-06-24,8,El,true
T71180,P-1012,E02,2026-06-25,6,Besiktning,true
T71181,P-1012,E06,2026-06-25,8,El,true
T71182,P-1012,E02,2026-06-26,8,Besiktning,true
T71183,P-1012,E05,2026-06-26,8,El,true
T71184,P-1012,E08,2026-06-26,8,Inredning,true
T71185,P-1012,E02,2026-06-29,8,Stomme,true
T71186,P-1012,E06,2026-06-29,8,El,true
T71187,P-1012,E08,2026-06-29,8,Inredning,true
T71188,P-1012,E02,2026-06-30,10,Stomme,true
T71189,P-1012,E06,2026-06-30,6,El,true
T71190,P-1012,E08,2026-06-30,10,Inredning,true
T71191,P-1012,E10,2026-06-30,7,Projektledning,true
T71192,P-1012,E05,2026-07-01,9,El,true
T71193,P-1012,E08,2026-07-01,8,Inredning,true
T71194,P-1012,E02,2026-07-02,8,Besiktning,true
T71195,P-1012,E05,2026-07-02,9,El,true
T71196,P-1012,E10,2026-07-02,8,Besiktning,true
T71197,P-1012,E08,2026-07-03,9,Rivning,true
T71198,P-1012,E10,2026-07-03,7,Besiktning,true
T71199,P-1012,E05,2026-07-06,9,El,true
T71200,P-1012,E06,2026-07-06,7,El,true
T71201,P-1012,E08,2026-07-06,9,Rivning,true
T71202,P-1012,E10,2026-07-06,8,Besiktning,true
T71203,P-1012,E02,2026-07-07,9,Stomme,true
T71204,P-1012,E05,2026-07-07,6,El,true
T71205,P-1012,E06,2026-07-07,8,El,true
T71206,P-1012,E10,2026-07-07,8,Projektledning,true
T71207,P-1012,E02,2026-07-08,8,Projektledning,true
T71208,P-1012,E06,2026-07-08,8,El,true
T71209,P-1012,E05,2026-07-09,8,El,true
T71210,P-1012,E10,2026-07-09,8,Projektledning,true
T71211,P-1012,E02,2026-07-10,6,Stomme,true
T71212,P-1012,E10,2026-07-10,8,Besiktning,true
T71213,P-1012,E05,2026-07-13,6,El,true
T71214,P-1012,E06,2026-07-13,7,El,true
T71215,P-1012,E08,2026-07-13,10,Stomme,true
T71216,P-1012,E10,2026-07-13,4,Projektledning,true
T71217,P-1012,E06,2026-07-14,4,El,true
T71218,P-1012,E08,2026-07-14,8,Inredning,true
T71219,P-1012,E06,2026-07-15,9,El,true
T71220,P-1012,E08,2026-07-15,8,Rivning,true
T71221,P-1012,E02,2026-07-16,8,Stomme,true
T71222,P-1012,E05,2026-07-16,7,El,true
T71223,P-1012,E06,2026-07-16,8,El,true
T71224,P-1012,E02,2026-07-17,10,Besiktning,true
T71225,P-1012,E02,2026-07-20,4,Besiktning,true
T71226,P-1012,E05,2026-07-20,10,El,true
T71227,P-1012,E06,2026-07-20,6,El,true
T71228,P-1012,E08,2026-07-20,8,Inredning,true
T71229,P-1012,E02,2026-07-21,4,Projektledning,true
T71230,P-1012,E08,2026-07-21,4,Stomme,true
T71231,P-1012,E02,2026-07-22,6,Projektledning,true
T71232,P-1012,E08,2026-07-22,10,Inredning,true
T71233,P-1012,E06,2026-07-23,8,El,true
T71234,P-1012,E08,2026-07-23,7,Rivning,true
T71235,P-1012,E05,2026-07-24,8,El,true
T71236,P-1012,E08,2026-07-24,6,Stomme,true
T71237,P-1012,E10,2026-07-24,8,Besiktning,true
T71238,P-1012,E02,2026-07-27,10,Projektledning,true
T71239,P-1012,E05,2026-07-27,8,El,true
T71240,P-1012,E10,2026-07-27,9,Projektledning,true
T71241,P-1012,E06,2026-07-28,4,El,true
T71242,P-1012,E02,2026-07-29,9,Besiktning,true
T71243,P-1012,E08,2026-07-29,6,Inredning,true
T71244,P-1012,E02,2026-07-30,8,Stomme,true
T71245,P-1012,E06,2026-07-30,6,El,true
T71246,P-1012,E10,2026-07-30,8,Besiktning,true
T71247,P-1012,E05,2026-07-31,10,El,true
T71248,P-1012,E10,2026-08-03,9,Projektledning,true
T71249,P-1012,E05,2026-08-04,7,El,true
T71250,P-1012,E08,2026-08-05,10,Inredning,true
T71251,P-1012,E08,2026-08-06,10,Inredning,true
T71252,P-1012,E10,2026-08-06,10,Projektledning,true
T71253,P-1012,E05,2026-08-07,8,El,true
T71254,P-1012,E06,2026-08-07,8,El,true
T71255,P-1012,E08,2026-08-07,9,Rivning,true
T71256,P-1012,E10,2026-08-07,10,Besiktning,true
T71257,P-1012,E05,2026-08-10,10,El,true
T71258,P-1012,E06,2026-08-10,8,El,true
T71259,P-1012,E10,2026-08-10,8,Projektledning,true
T71260,P-1012,E10,2026-08-11,6,Besiktning,true
T71261,P-1012,E02,2026-08-12,7,Projektledning,true
T71262,P-1012,E02,2026-08-14,8,Projektledning,true
T71263,P-1012,E05,2026-08-14,8,El,true
T71264,P-1012,E06,2026-08-14,8,El,true
T71265,P-1012,E08,2026-08-14,10,Stomme,true
T71266,P-1012,E06,2026-08-18,6,El,true
T71267,P-1012,E05,2026-08-19,7,El,true
T71268,P-1012,E10,2026-08-20,8,Besiktning,true
T71269,P-1012,E10,2026-08-21,6,Besiktning,true
T71270,P-1007,E03,2026-02-11,38,Stomme,true
T71271,,E08,2026-03-05,8,Utbildning,false
